# Hungaroring — TUMFTM racetrack-database (LGPL-3.0), flat 2-D centre line + measured widths; upstream commit e59595d.
s_m,x_m,y_m,z_m,banking_deg,width_left_m,width_right_m,grip_scale
924.5013,-220.8641,345.8231,0.0000,0.000,5.448,5.447,1.0000
929.5064,-217.0229,342.6144,0.0000,0.000,5.439,5.434,1.0000
934.5104,-213.1777,339.4121,0.0000,0.000,5.431,5.420,1.0000
939.5134,-209.3290,336.2156,0.0000,0.000,5.422,5.407,1.0000
944.5156,-205.4771,333.0242,0.0000,0.000,5.414,5.394,1.0000
949.5170,-201.6225,329.8375,0.0000,0.000,5.405,5.380,1.0000
954.5176,-197.7655,326.6547,0.0000,0.000,5.396,5.367,1.0000
959.5175,-193.9066,323.4753,0.0000,0.000,5.388,5.353,1.0000
964.5169,-190.0462,320.2988,0.0000,0.000,5.379,5.340,1.0000
969.5157,-186.1845,317.1246,0.0000,0.000,5.370,5.327,1.0000
974.5140,-182.3222,313.9520,0.0000,0.000,5.362,5.313,1.0000
979.5118,-178.4595,310.7805,0.0000,0.000,5.353,5.300,1.0000
984.5093,-174.5969,307.6095,0.0000,0.000,5.344,5.286,1.0000
989.5065,-170.7348,304.4384,0.0000,0.000,5.336,5.273,1.0000
994.5035,-166.8735,301.2666,0.0000,0.000,5.327,5.260,1.0000
999.5002,-163.0135,298.0936,0.0000,0.000,5.319,5.246,1.0000
1004.4969,-159.1552,294.9187,0.0000,0.000,5.310,5.233,1.0000
1009.4935,-155.2990,291.7414,0.0000,0.000,5.301,5.219,1.0000
1014.4900,-151.4452,288.5611,0.0000,0.000,5.293,5.206,1.0000
1019.4867,-147.5944,285.3772,0.0000,0.000,5.284,5.193,1.0000
1024.4835,-143.7468,282.1891,0.0000,0.000,5.275,5.179,1.0000
1029.4804,-139.9029,278.9962,0.0000,0.000,5.267,5.166,1.0000
1034.4777,-136.0631,275.7980,0.0000,0.000,5.258,5.152,1.0000
1039.4753,-132.2278,272.5938,0.0000,0.000,5.250,5.139,1.0000
1044.4734,-128.3974,269.3831,0.0000,0.000,5.241,5.126,1.0000
1049.4719,-124.5724,266.1653,0.0000,0.000,5.232,5.112,1.0000
1054.4711,-120.7529,262.9399,0.0000,0.000,5.224,5.099,1.0000
1059.4710,-116.9350,259.7114,0.0000,0.000,5.215,5.086,1.0000
1064.4721,-113.1064,256.4940,0.0000,0.000,5.206,5.072,1.0000
1069.4748,-109.2540,253.3024,0.0000,0.000,5.198,5.059,1.0000
1074.4802,-105.3647,250.1516,0.0000,0.000,5.189,5.045,1.0000
1079.4898,-101.4254,247.0566,0.0000,0.000,5.080,5.225,1.0000
1084.5063,-97.4232,244.0323,0.0000,0.000,4.891,5.557,1.0000
1089.5319,-93.3441,241.0966,0.0000,0.000,4.926,5.615,1.0000
1094.5435,-89.1562,238.3440,0.0000,0.000,5.337,5.230,1.0000
1099.5073,-84.8079,235.9498,0.0000,0.000,5.481,5.017,1.0000
1104.4317,-80.2469,234.0930,0.0000,0.000,5.360,5.017,1.0000
1109.3770,-75.4411,232.9268,0.0000,0.000,4.929,5.392,1.0000
1114.3673,-70.4731,232.4566,0.0000,0.000,4.886,5.662,1.0000
1119.3773,-65.4662,232.6352,0.0000,0.000,4.983,5.332,1.0000
1124.3672,-60.5372,233.4128,0.0000,0.000,5.518,5.018,1.0000
1129.3481,-55.7290,234.7129,0.0000,0.000,5.509,5.049,1.0000
1134.3467,-51.0393,236.4427,0.0000,0.000,5.054,5.389,1.0000
1139.3659,-46.4651,238.5091,0.0000,0.000,5.086,5.190,1.0000
1144.3806,-42.0381,240.8643,0.0000,0.000,5.079,5.362,1.0000
1149.3453,-37.8951,243.6000,0.0000,0.000,5.253,5.213,1.0000
1154.2608,-34.1933,246.8342,0.0000,0.000,4.996,5.599,1.0000
