# Shanghai International Circuit — TUMFTM racetrack-database (LGPL-3.0), flat 2-D centre line + measured widths; upstream commit e59595d.
s_m,x_m,y_m,z_m,banking_deg,width_left_m,width_right_m,grip_scale
1078.9330,-467.1155,70.9710,0.0000,0.000,6.383,6.252,1.0000
1083.9325,-470.3131,74.8142,0.0000,0.000,6.422,6.211,1.0000
1088.9343,-473.5295,78.6446,0.0000,0.000,6.413,6.217,1.0000
1093.9374,-476.7580,82.4668,0.0000,0.000,6.404,6.224,1.0000
1098.9410,-479.9915,86.2852,0.0000,0.000,6.394,6.230,1.0000
1103.9442,-483.2232,90.1045,0.0000,0.000,6.385,6.236,1.0000
1108.9460,-486.4472,93.9286,0.0000,0.000,6.376,6.243,1.0000
1113.9465,-489.6629,97.7580,0.0000,0.000,6.367,6.249,1.0000
1118.9459,-492.8715,101.5920,0.0000,0.000,6.358,6.256,1.0000
1123.9445,-496.0742,105.4298,0.0000,0.000,6.348,6.262,1.0000
1128.9426,-499.2724,109.2707,0.0000,0.000,6.339,6.268,1.0000
1133.9404,-502.4673,113.1139,0.0000,0.000,6.330,6.275,1.0000
1138.9381,-505.6602,116.9587,0.0000,0.000,6.321,6.281,1.0000
1143.9359,-508.8523,120.8044,0.0000,0.000,6.312,6.287,1.0000
1148.9342,-512.0448,124.6502,0.0000,0.000,6.302,6.294,1.0000
1153.9329,-515.2386,128.4956,0.0000,0.000,6.293,6.300,1.0000
1158.9321,-518.4337,132.3405,0.0000,0.000,6.284,6.306,1.0000
1163.9317,-521.6303,136.1847,0.0000,0.000,6.275,6.313,1.0000
1168.9316,-524.8286,140.0278,0.0000,0.000,6.266,6.319,1.0000
1173.9318,-528.0287,143.8699,0.0000,0.000,6.256,6.326,1.0000
1178.9321,-531.2307,147.7105,0.0000,0.000,6.247,6.332,1.0000
1183.9326,-534.4347,151.5497,0.0000,0.000,6.238,6.338,1.0000
1188.9332,-537.6410,155.3870,0.0000,0.000,6.229,6.345,1.0000
1193.9338,-540.8497,159.2224,0.0000,0.000,6.220,6.351,1.0000
1198.9343,-544.0609,163.0557,0.0000,0.000,6.210,6.357,1.0000
1203.9348,-547.2747,166.8866,0.0000,0.000,6.201,6.364,1.0000
1208.9351,-550.4913,170.7150,0.0000,0.000,6.192,6.370,1.0000
1213.9352,-553.7108,174.5407,0.0000,0.000,6.183,6.376,1.0000
1218.9351,-556.9335,178.3634,0.0000,0.000,6.174,6.383,1.0000
1223.9346,-560.1593,182.1829,0.0000,0.000,6.164,6.389,1.0000
1228.9337,-563.3885,185.9992,0.0000,0.000,6.155,6.395,1.0000
1233.9324,-566.6212,189.8119,0.0000,0.000,6.156,6.398,1.0000
1238.9307,-569.8576,193.6209,0.0000,0.000,6.157,6.400,1.0000
1243.9287,-573.0975,197.4265,0.0000,0.000,6.159,6.403,1.0000
1248.9264,-576.3411,201.2287,0.0000,0.000,6.160,6.405,1.0000
1253.9241,-579.5883,205.0277,0.0000,0.000,6.161,6.407,1.0000
1258.9218,-582.8392,208.8236,0.0000,0.000,6.163,6.409,1.0000
1263.9196,-586.0937,212.6165,0.0000,0.000,6.164,6.412,1.0000
1268.9176,-589.3518,216.4066,0.0000,0.000,6.165,6.414,1.0000
1273.9160,-592.6136,220.1940,0.0000,0.000,6.167,6.416,1.0000
1278.9149,-595.8791,223.9789,0.0000,0.000,6.168,6.418,1.0000
1283.9143,-599.1482,227.7614,0.0000,0.000,6.169,6.421,1.0000
1288.9144,-602.4211,231.5415,0.0000,0.000,6.171,6.423,1.0000
1293.9154,-605.6976,235.3196,0.0000,0.000,6.172,6.425,1.0000
1298.9172,-608.9778,239.0956,0.0000,0.000,6.174,6.427,1.0000
1303.9201,-612.2617,242.8698,0.0000,0.000,6.175,6.430,1.0000
1308.9240,-615.5494,246.6423,0.0000,0.000,6.176,6.432,1.0000
1313.9293,-618.8407,250.4131,0.0000,0.000,6.178,6.434,1.0000
1318.9358,-622.1357,254.1826,0.0000,0.000,6.179,6.437,1.0000
1323.9427,-625.4255,257.9570,0.0000,0.000,6.180,6.437,1.0000
1328.9455,-628.6730,261.7624,0.0000,0.000,6.181,6.312,1.0000
1333.9406,-631.8357,265.6288,0.0000,0.000,6.182,6.187,1.0000
1338.9280,-634.8712,269.5859,0.0000,0.000,6.212,6.062,1.0000
1343.9114,-637.7383,273.6621,0.0000,0.000,6.371,5.936,1.0000
